i,r,reg_cap_cost_mult
BATTERY,p27021,1.0057
BATTERY,p08057,0.9925
BATTERY,p17087,1.0389
BATTERY,p47001,1.0143
BATTERY,p30067,0.9992
BATTERY,p17077,1.0496
BATTERY,p47003,1.0255
BATTERY,p08063,0.9937
BATTERY,p17067,1.0233
BATTERY,p47015,1.0298
BATTERY,p30059,0.9937
BATTERY,p27033,1.0039
BATTERY,p51027,1.0032
BATTERY,p17065,1.0407
BATTERY,p47017,1.0305
BATTERY,p55097,1.0019
BATTERY,p17063,1.0458
BATTERY,p47019,1.0061
BATTERY,p30057,1.0069
BATTERY,p27035,1.0071
BATTERY,p51025,1.0083
BATTERY,p08065,0.9951
BATTERY,p47013,1.013
BATTERY,p08055,1.0004
BATTERY,p30061,1.0225
BATTERY,p17069,1.0345
BATTERY,p27027,0.9987
BATTERY,p17075,1.0386
BATTERY,p08061,0.9956
BATTERY,p47005,1.0314
BATTERY,p30065,0.9953
BATTERY,p17073,1.0131
BATTERY,p27029,1.0029
BATTERY,p01083,1.0125
BATTERY,p47007,1.0201
BATTERY,p30063,1.0122
BATTERY,p55095,1.0091
BATTERY,p51029,1.0069
BATTERY,p47009,1.0136
BATTERY,p17071,1.0163
BATTERY,p47011,1.017
BATTERY,p27031,1.007
BATTERY,p30077,1.0028
BATTERY,p46115,0.9953
BATTERY,p27017,1.008
BATTERY,p17121,1.049
BATTERY,p55087,0.9923
BATTERY,p30091,0.9924
BATTERY,p27005,1.003
BATTERY,p46087,0.9995
BATTERY,p51045,1
BATTERY,p17119,1.0669
BATTERY,p46089,0.9919
BATTERY,p17117,1.0583
BATTERY,p46091,0.9961
BATTERY,p30089,1.0237
BATTERY,p27007,1.0033
BATTERY,p08049,0.9921
BATTERY,p17115,1.0371
BATTERY,p46093,0.9818
BATTERY,p30093,1.008
BATTERY,p51043,1.011
BATTERY,p46085,0.9912
BATTERY,p17123,1.0264
BATTERY,p46075,0.9881
BATTERY,p08045,1.004
BATTERY,p17129,1.0363
BATTERY,p46077,0.9985
BATTERY,p30097,0.9973
BATTERY,p27001,1.0076
BATTERY,p17127,1.0357
BATTERY,p46079,0.9997
BATTERY,p01091,1.0097
BATTERY,p51047,1.011
BATTERY,p46081,0.9811
BATTERY,p30095,0.9977
BATTERY,p17125,1.0317
BATTERY,p46083,1.001
BATTERY,p27003,1.01
BATTERY,p08047,0.99
BATTERY,p17061,1.0564
BATTERY,p17113,1.0327
BATTERY,p30087,0.9935
BATTERY,p17103,1.028
BATTERY,p46105,0.9861
BATTERY,p08053,1.0085
BATTERY,p30081,1.0168
BATTERY,p17101,1.03
BATTERY,p46107,0.9906
BATTERY,p27015,1.0076
BATTERY,p01087,1.013
BATTERY,p17099,1.036
BATTERY,p46109,0.9986
BATTERY,p46111,0.9974
BATTERY,p30079,0.9917
BATTERY,p17097,1.0559
BATTERY,p51036,1.011
BATTERY,p55091,1.009
BATTERY,p51037,1.0051
BATTERY,p01089,1.0106
BATTERY,p27013,1.0077
BATTERY,p17105,1.0367
BATTERY,p46095,0.9884
BATTERY,p27009,1.0088
BATTERY,p46097,0.9985
BATTERY,p17111,1.0458
BATTERY,p46099,1.0008
BATTERY,p51041,1.0101
BATTERY,p30085,0.993
BATTERY,p55089,1.0145
BATTERY,p08051,1.0015
BATTERY,p17109,1.0238
BATTERY,p27011,1.0007
BATTERY,p46101,1.0008
BATTERY,p17107,1.0342
BATTERY,p46102,0.9832
BATTERY,p30083,0.9916
BATTERY,p46103,0.9812
BATTERY,p47021,1.0384
BATTERY,p01081,1.0148
BATTERY,p17059,1.0353
BATTERY,p47075,1.0295
BATTERY,p08079,1.0088
BATTERY,p17013,1.0577
BATTERY,p47077,1.0287
BATTERY,p30027,0.994
BATTERY,p17011,1.0222
BATTERY,p47079,1.0318
BATTERY,p27061,1.0063
BATTERY,p17009,1.0353
BATTERY,p47081,1.0327
BATTERY,p51007,1.0086
BATTERY,p30025,0.9887
BATTERY,p17007,1.0367
BATTERY,p47083,1.0335
BATTERY,p27063,1.0043
BATTERY,p51009,1.0038
BATTERY,p01073,1.0146
BATTERY,p30029,1.0141
BATTERY,p17015,1.0164
BATTERY,p47065,1.0178
BATTERY,p17021,1.0447
BATTERY,p47067,1.0085
BATTERY,p30033,0.9945
BATTERY,p01075,1.0162
BATTERY,p08077,1.0087
BATTERY,p17019,1.0323
BATTERY,p47069,1.0272
BATTERY,p27057,1.0044
BATTERY,p51011,1.0049
BATTERY,p30031,1
BATTERY,p17017,1.0367
BATTERY,p47071,1.0248
BATTERY,p47073,1.0075
BATTERY,p55105,1.0265
BATTERY,p27059,1.0091
BATTERY,p27055,1.0076
BATTERY,p08081,1.0052
BATTERY,p47085,1.0326
BATTERY,p16083,1.0287
BATTERY,p47097,1.0316
BATTERY,p01071,1.0131
BATTERY,p16081,1.0091
BATTERY,p08085,1.0097
BATTERY,p30017,0.9909
BATTERY,p47099,1.0216
BATTERY,p27071,1.005
BATTERY,p55109,1.0096
BATTERY,p16079,1.0287
BATTERY,p47101,1.028
BATTERY,p30015,0.9924
BATTERY,p47103,1.0148
BATTERY,p51001,1.0215
BATTERY,p16077,1.0206
BATTERY,p51003,1.0085
BATTERY,p17005,1.0593
BATTERY,p27069,0.9977
BATTERY,p30019,0.9941
BATTERY,p30023,1.0092
BATTERY,p55107,1.0077
BATTERY,p27065,1.009
BATTERY,p17003,1.04
BATTERY,p47087,1.0266
BATTERY,p47089,1.0104
BATTERY,p51005,1.001
BATTERY,p17001,1.0314
BATTERY,p30021,0.9914
BATTERY,p47091,1.0063
BATTERY,p08083,1.0172
BATTERY,p27067,1.0055
BATTERY,p16087,1.0248
BATTERY,p47093,1.0131
BATTERY,p16085,1.0245
BATTERY,p47095,1.0338
BATTERY,p41049,1.0479
BATTERY,p17023,1.0294
BATTERY,p47063,1.0095
BATTERY,p27041,1.0031
BATTERY,p17049,1.0404
BATTERY,p47035,1.0201
BATTERY,p08069,0.9909
BATTERY,p17047,1.034
BATTERY,p30049,0.9965
BATTERY,p47037,1.0394
BATTERY,p01079,1.0148
BATTERY,p27043,1.0072
BATTERY,p17045,1.029
BATTERY,p47039,1.0282
BATTERY,p30047,1.0138
BATTERY,p47041,1.0277
BATTERY,p17043,1.0631
BATTERY,p51019,1.0009
BATTERY,p51021,1.0011
BATTERY,p47043,1.0361
BATTERY,p47033,1.0306
BATTERY,p30051,0.9956
BATTERY,p30055,0.9935
BATTERY,p47023,1.0274
BATTERY,p47025,1.0108
BATTERY,p27037,1.01
BATTERY,p17057,1.026
BATTERY,p47027,1.0242
BATTERY,p51023,1.0004
BATTERY,p17055,1.0462
BATTERY,p30053,1.0256
BATTERY,p08067,1.014
BATTERY,p47029,1.0094
BATTERY,p27039,1.0081
BATTERY,p17053,1.0358
BATTERY,p47031,1.0227
BATTERY,p55099,1.006
BATTERY,p17051,1.0489
BATTERY,p30035,1.0061
BATTERY,p27045,1.0065
BATTERY,p17041,1.0331
BATTERY,p17031,1.066
BATTERY,p51015,1.0064
BATTERY,p47055,1.0186
BATTERY,p27051,1.0011
BATTERY,p47057,1.0104
BATTERY,p17029,1.0333
BATTERY,p47059,1.0077
BATTERY,p55103,1.011
BATTERY,p30037,0.9955
BATTERY,p08075,0.9913
BATTERY,p27053,1.01
BATTERY,p17027,1.0596
BATTERY,p47061,1.0197
BATTERY,p17025,1.0406
BATTERY,p51013,1.01
BATTERY,p30039,1.0098
BATTERY,p30045,0.9924
BATTERY,p47053,1.0308
BATTERY,p01077,1.0189
BATTERY,p08071,1.0018
BATTERY,p47045,1.0323
BATTERY,p55101,1.0366
BATTERY,p30043,1.0024
BATTERY,p17039,1.0335
BATTERY,p47047,1.0282
BATTERY,p27047,1.0078
BATTERY,p51017,1.0026
BATTERY,p17037,1.0421
BATTERY,p47049,1.0195
BATTERY,p17035,1.0347
BATTERY,p30041,0.9961
BATTERY,p47051,1.0162
BATTERY,p08073,0.9934
BATTERY,p27049,1.0091
BATTERY,p17033,1.0293
BATTERY,p29157,1.0536
BATTERY,p19031,1.0108
BATTERY,p41047,1.06
BATTERY,p38043,0.99
BATTERY,p22055,1.013
BATTERY,p21007,1.0363
BATTERY,p38045,0.9926
BATTERY,p05029,1.029
BATTERY,p21005,1.0148
BATTERY,p36035,1.045
BATTERY,p36033,1.0616
BATTERY,p38047,0.9906
BATTERY,p22057,1.0242
BATTERY,p53061,1.0749
BATTERY,p21003,1.0311
BATTERY,p38049,0.9906
BATTERY,p05115,1.0271
BATTERY,p54081,1.0009
BATTERY,p05113,1.0189
BATTERY,p21009,1.0256
BATTERY,p53063,1.0301
BATTERY,p21017,1.0047
BATTERY,p38033,0.9897
BATTERY,p53065,1.0328
BATTERY,p05111,1.0301
BATTERY,p36039,1.0498
BATTERY,p38035,0.9945
BATTERY,p22051,1.0274
BATTERY,p21015,0.9932
BATTERY,p38037,0.9898
BATTERY,p21013,1.01
BATTERY,p38039,0.9928
BATTERY,p36037,1.0337
BATTERY,p22053,1.0074
BATTERY,p21011,1.0041
BATTERY,p38041,0.989
BATTERY,p38051,0.991
BATTERY,p36031,1.0664
BATTERY,p21001,1.0194
BATTERY,p38053,0.9902
BATTERY,p20201,1.0045
BATTERY,p38063,0.9932
BATTERY,p20199,0.9956
BATTERY,p38065,0.99
BATTERY,p05119,1.03
BATTERY,p36023,1.0259
BATTERY,p22065,1.0153
BATTERY,p38067,0.9946
BATTERY,p20197,1.0068
BATTERY,p38069,0.991
BATTERY,p36021,1.0523
BATTERY,p53055,1.073
BATTERY,p54085,1.0024
BATTERY,p22067,1.0201
BATTERY,p20195,0.9978
BATTERY,p36025,1.0394
BATTERY,p54079,1
BATTERY,p53057,1.0713
BATTERY,p38061,0.99
BATTERY,p22059,1.0127
BATTERY,p20209,1.01
BATTERY,p38055,0.99
BATTERY,p36029,1.0285
BATTERY,p53059,1.0617
BATTERY,p54083,1.0041
BATTERY,p20207,1.0059
BATTERY,p38057,0.99
BATTERY,p22061,1.0166
BATTERY,p05117,1.029
BATTERY,p36027,1.0597
BATTERY,p20205,1.0052
BATTERY,p38059,0.99
BATTERY,p20203,0.9968
BATTERY,p05027,1.0181
BATTERY,p22063,1.0213
BATTERY,p36041,1.0484
BATTERY,p38031,0.9916
BATTERY,p21019,1.002
BATTERY,p38001,0.9883
BATTERY,p38003,0.9934
BATTERY,p05103,1.0234
BATTERY,p21043,1.003
BATTERY,p36055,1.0325
BATTERY,p22037,1.0167
BATTERY,p54075,1.0022
BATTERY,p38005,0.9911
BATTERY,p21041,1.0095
BATTERY,p38007,0.9898
BATTERY,p36053,1.0249
BATTERY,p22039,1.0107
BATTERY,p53073,1.0674
BATTERY,p21039,1.035
BATTERY,p38009,0.991
BATTERY,p21045,1.0155
BATTERY,p21037,0.992
BATTERY,p53075,1.0324
BATTERY,p05035,1.0294
BATTERY,p54073,1.003
BATTERY,p21053,1.02
BATTERY,p36063,1.035
BATTERY,p37193,1.004
BATTERY,p53077,1.0597
BATTERY,p21051,1.009
BATTERY,p37195,1.0111
BATTERY,p22033,1.0184
BATTERY,p05101,1.0243
BATTERY,p36059,1.091
BATTERY,p21049,1.0068
BATTERY,p37197,1.0038
BATTERY,p21047,1.0323
BATTERY,p37199,1.0084
BATTERY,p22035,1.0172
BATTERY,p36057,1.0444
BATTERY,p38071,0.992
BATTERY,p38011,0.9881
BATTERY,p36051,1.0314
BATTERY,p53069,1.0636
BATTERY,p38023,0.9915
BATTERY,p36045,1.0378
BATTERY,p21025,1.0061
BATTERY,p38025,0.9899
BATTERY,p22047,1.0189
BATTERY,p21023,0.997
BATTERY,p05109,1.0223
BATTERY,p38027,0.9915
BATTERY,p36043,1.0408
BATTERY,p21021,1.014
BATTERY,p53067,1.0729
BATTERY,p38029,0.99
BATTERY,p05031,1.0319
BATTERY,p22049,1.0153
BATTERY,p21027,1.0215
BATTERY,p05105,1.0286
BATTERY,p22045,1.015
BATTERY,p36047,1.1067
BATTERY,p22041,1.0146
BATTERY,p21035,1.0321
BATTERY,p38013,0.9903
BATTERY,p53071,1.0393
BATTERY,p05033,1.0169
BATTERY,p21033,1.0319
BATTERY,p38015,0.99
BATTERY,p36049,1.0378
BATTERY,p21031,1.0273
BATTERY,p38017,0.9956
BATTERY,p22043,1.0113
BATTERY,p38019,0.9927
BATTERY,p05107,1.028
BATTERY,p54077,1.0094
BATTERY,p21029,1.0198
BATTERY,p38021,0.993
BATTERY,p37191,1.0131
BATTERY,p20193,0.996
BATTERY,p05121,1.0339
BATTERY,p20147,0.9971
BATTERY,p39019,1.0073
BATTERY,p20145,0.9993
BATTERY,p39021,1.0072
BATTERY,p35053,1.0254
BATTERY,p05135,1.0308
BATTERY,p35055,1.016
BATTERY,p39023,1.0042
BATTERY,p20143,1.0025
BATTERY,p39025,0.9935
BATTERY,p53037,1.0636
BATTERY,p20141,0.9983
BATTERY,p35051,1.0213
BATTERY,p39027,0.9977
BATTERY,p22093,1.0243
BATTERY,p54093,1.0086
BATTERY,p53039,1.0578
BATTERY,p22091,1.0175
BATTERY,p39009,1.0027
BATTERY,p20155,1.0007
BATTERY,p39011,1.0116
BATTERY,p53041,1.0671
BATTERY,p35059,1.005
BATTERY,p20153,0.9954
BATTERY,p39013,1.0052
BATTERY,p20151,1.0004
BATTERY,p05133,1.0173
BATTERY,p39015,0.9975
BATTERY,p22089,1.0281
BATTERY,p05019,1.025
BATTERY,p35057,1.0272
BATTERY,p20149,1.0068
BATTERY,p39017,0.9953
BATTERY,p22095,1.026
BATTERY,p20139,1.0081
BATTERY,p39029,1.0073
BATTERY,p05137,1.0286
BATTERY,p20129,0.9989
BATTERY,p22101,1.0176
BATTERY,p39041,1.0085
BATTERY,p20127,1.0045
BATTERY,p39043,1.0163
BATTERY,p35043,1.0274
BATTERY,p20125,1.0048
BATTERY,p53031,1.0742
BATTERY,p39045,1.0049
BATTERY,p22103,1.0198
BATTERY,p05141,1.0284
BATTERY,p05015,1.0212
BATTERY,p35041,1.0094
BATTERY,p20123,0.9992
BATTERY,p54097,1.0026
BATTERY,p39039,1.0163
BATTERY,p22087,1.0199
BATTERY,p05139,1.021
BATTERY,p39037,1.0095
BATTERY,p35049,1.0273
BATTERY,p05017,1.0225
BATTERY,p20137,0.9962
BATTERY,p22097,1.0131
BATTERY,p39031,1.0064
BATTERY,p53035,1.0792
BATTERY,p54095,1.0035
BATTERY,p20135,0.998
BATTERY,p39033,1.0129
BATTERY,p35047,1.0202
BATTERY,p20133,1.0077
BATTERY,p39035,1.0135
BATTERY,p22099,1.0159
BATTERY,p53033,1.0772
BATTERY,p20131,1.0064
BATTERY,p35045,1.0217
BATTERY,p20157,1.0013
BATTERY,p35061,1.0291
BATTERY,p39007,1.0115
BATTERY,p20183,0.998
BATTERY,p53051,1.0318
BATTERY,p38085,0.9898
BATTERY,p20181,0.9948
BATTERY,p38087,0.989
BATTERY,p36013,1.0204
BATTERY,p20179,0.9968
BATTERY,p22075,1.0187
BATTERY,p53049,1.0658
BATTERY,p38089,0.9894
BATTERY,p05125,1.0296
BATTERY,p36011,1.0236
BATTERY,p05023,1.029
BATTERY,p20177,1.0083
BATTERY,p38091,0.9942
BATTERY,p54087,1.0005
BATTERY,p22077,1.0153
BATTERY,p22073,1.0179
BATTERY,p36015,1.0286
BATTERY,p36019,1.0724
BATTERY,p20191,1
BATTERY,p22069,1.0096
BATTERY,p38075,0.9909
BATTERY,p05025,1.0272
BATTERY,p53053,1.0748
BATTERY,p20189,0.9983
BATTERY,p38077,0.9978
BATTERY,p36017,1.0302
BATTERY,p20187,0.998
BATTERY,p38079,0.9912
BATTERY,p22071,1.027
BATTERY,p20185,1.0001
BATTERY,p05123,1.0292
BATTERY,p38081,0.9953
BATTERY,p38083,0.99
BATTERY,p38073,0.9948
BATTERY,p20175,0.9985
BATTERY,p36009,1.0235
BATTERY,p05129,1.027
BATTERY,p36003,1.0296
BATTERY,p22083,1.0163
BATTERY,p05021,1.0353
BATTERY,p20163,0.9975
BATTERY,p39001,1.0003
BATTERY,p20161,1.006
BATTERY,p36001,1.0489
BATTERY,p39003,1.0132
BATTERY,p53043,1.0339
BATTERY,p22085,1.0071
BATTERY,p54091,1.0058
BATTERY,p20159,1.0001
BATTERY,p39005,1.0126
BATTERY,p05131,1.0181
BATTERY,p38105,0.9908
BATTERY,p38093,0.9914
BATTERY,p20165,0.9983
BATTERY,p38103,0.9907
BATTERY,p20173,1
BATTERY,p38095,0.9919
BATTERY,p53047,1.0497
BATTERY,p38097,0.9955
BATTERY,p36007,1.0286
BATTERY,p05127,1.0213
BATTERY,p54089,1.001
BATTERY,p22079,1.0103
BATTERY,p20171,0.997
BATTERY,p38099,0.9941
BATTERY,p20169,1.0023
BATTERY,p38101,0.99
BATTERY,p36005,1.096
BATTERY,p22081,1.0104
BATTERY,p20167,0.9984
BATTERY,p53045,1.0757
BATTERY,p39047,1.0018
BATTERY,p22031,1.0083
BATTERY,p37189,1.0063
BATTERY,p05071,1.024
BATTERY,p21221,1.0323
BATTERY,p37079,1.0125
BATTERY,p36123,1.0293
BATTERY,p21151,1.0091
BATTERY,p37081,1.0051
BATTERY,p05051,1.0275
BATTERY,p21149,1.0282
BATTERY,p36121,1.0307
BATTERY,p21223,1.014
BATTERY,p54031,1.0103
BATTERY,p21147,1.0158
BATTERY,p37085,1.0111
BATTERY,p54057,1.0111
BATTERY,p37083,1.0093
BATTERY,p21153,1.0046
BATTERY,p54033,1.0037
BATTERY,p37077,1.007
BATTERY,p37069,1.0087
BATTERY,p37005,1.004
BATTERY,p21217,1.0185
BATTERY,p05069,1.0288
BATTERY,p21159,1.0026
BATTERY,p54055,1.001
BATTERY,p37071,1.0007
BATTERY,p54035,1.0008
BATTERY,p37003,1.0034
BATTERY,p21157,1.033
BATTERY,p37073,1.011
BATTERY,p21155,1.0177
BATTERY,p37075,1.014
BATTERY,p21219,1.0327
BATTERY,p37001,1.0061
BATTERY,p05073,1.0156
BATTERY,p21145,1.0348
BATTERY,p36119,1.0806
BATTERY,p37087,1.012
BATTERY,p54027,1.0114
BATTERY,p37099,1.0159
BATTERY,p36113,1.0513
BATTERY,p21231,1.0174
BATTERY,p21133,1.0057
BATTERY,p37101,1.0114
BATTERY,p05077,1.0288
BATTERY,p21131,1.0079
BATTERY,p37103,1.0158
BATTERY,p36111,1.0532
BATTERY,p21129,1.0072
BATTERY,p37105,1.0094
BATTERY,p54025,1.001
BATTERY,p21233,1.0312
BATTERY,p21127,1.0027
BATTERY,p21135,1.0021
BATTERY,p21161,0.9997
BATTERY,p54059,1.0018
BATTERY,p37097,1.0024
BATTERY,p21225,1.0323
BATTERY,p21143,1.0322
BATTERY,p37089,1.012
BATTERY,p36117,1.0273
BATTERY,p21141,1.0326
BATTERY,p37091,1.0101
BATTERY,p54029,1.006
BATTERY,p21227,1.0288
BATTERY,p37093,1.0131
BATTERY,p05049,1.0301
BATTERY,p21139,1.0332
BATTERY,p05075,1.0313
BATTERY,p37095,1.0177
BATTERY,p36115,1.0494
BATTERY,p21137,1.0133
BATTERY,p21229,1.017
BATTERY,p37067,1.0041
BATTERY,p21163,1.0204
BATTERY,p21215,1.018
BATTERY,p37037,1.0078
BATTERY,p37021,1.0114
BATTERY,p21203,1.0113
BATTERY,p21187,1.0053
BATTERY,p37039,1.0165
BATTERY,p05061,1.0194
BATTERY,p21185,1.018
BATTERY,p37041,1.0158
BATTERY,p37019,1.0296
BATTERY,p21183,1.0254
BATTERY,p37043,1.0183
BATTERY,p21205,1.0038
BATTERY,p54051,1.0048
BATTERY,p54043,1.0004
BATTERY,p37017,1.0207
BATTERY,p54045,1.001
BATTERY,p21181,1.0023
BATTERY,p21189,1.0078
BATTERY,p54049,1.0045
BATTERY,p21197,1.0063
BATTERY,p37027,1.0052
BATTERY,p21195,1.0035
BATTERY,p37025,1.001
BATTERY,p37029,1.0148
BATTERY,p21199,1.0146
BATTERY,p54047,1.0015
BATTERY,p37031,1.0187
BATTERY,p05059,1.0275
BATTERY,p21193,1.0069
BATTERY,p37033,1.0048
BATTERY,p05057,1.0203
BATTERY,p37023,1.0054
BATTERY,p21191,0.9972
BATTERY,p21201,1.0003
BATTERY,p37035,1.0024
BATTERY,p37107,1.0141
BATTERY,p37045,1.0041
BATTERY,p37047,1.0268
BATTERY,p54053,1.001
BATTERY,p54039,1
BATTERY,p21169,1.023
BATTERY,p37059,1.0032
BATTERY,p37009,1.0051
BATTERY,p21213,1.0335
BATTERY,p21167,1.0133
BATTERY,p37061,1.0166
BATTERY,p05067,1.0295
BATTERY,p37063,1.0074
BATTERY,p05053,1.0292
BATTERY,p21165,1.0047
BATTERY,p37007,1.0058
BATTERY,p37065,1.0106
BATTERY,p54037,1.0118
BATTERY,p37057,1.0042
BATTERY,p05063,1.0292
BATTERY,p21171,1.0268
BATTERY,p37011,1.007
BATTERY,p21179,1.0187
BATTERY,p05055,1.034
BATTERY,p21207,1.0178
BATTERY,p37015,1.0143
BATTERY,p37049,1.0148
BATTERY,p21177,1.0286
BATTERY,p54041,1.0023
BATTERY,p37051,1.0146
BATTERY,p37013,1.0159
BATTERY,p21209,1.0068
BATTERY,p21175,1.0043
BATTERY,p37053,1.016
BATTERY,p21173,1.0055
BATTERY,p05065,1.0293
BATTERY,p37055,1.0171
BATTERY,p21211,1.017
BATTERY,p21055,1.0339
BATTERY,p36109,1.0278
BATTERY,p05047,1.0206
BATTERY,p37161,1.0079
BATTERY,p36079,1.0685
BATTERY,p21079,1.0112
BATTERY,p37163,1.0155
BATTERY,p22019,1.0024
BATTERY,p54069,1.005
BATTERY,p21081,0.9994
BATTERY,p05093,1.0324
BATTERY,p37165,1.0133
BATTERY,p36077,1.0375
BATTERY,p21075,1.0343
BATTERY,p37167,1.0029
BATTERY,p54007,1.0012
BATTERY,p22021,1.0147
BATTERY,p21077,0.999
BATTERY,p54009,1.006
BATTERY,p22017,1.0097
BATTERY,p37159,1.0023
BATTERY,p22013,1.0127
BATTERY,p21089,1.0022
BATTERY,p37151,1.0058
BATTERY,p21087,1.0206
BATTERY,p37153,1.0092
BATTERY,p36083,1.0527
BATTERY,p54011,1.001
BATTERY,p05041,1.0257
BATTERY,p22015,1.0117
BATTERY,p21085,1.0226
BATTERY,p37155,1.0193
BATTERY,p05091,1.0156
BATTERY,p37157,1.0036
BATTERY,p36081,1.1028
BATTERY,p21083,1.0335
BATTERY,p05039,1.027
BATTERY,p21073,1.0118
BATTERY,p37169,1.0037
BATTERY,p36075,1.0249
BATTERY,p22027,1.0156
BATTERY,p21063,1.0034
BATTERY,p37181,1.0076
BATTERY,p21061,1.0248
BATTERY,p37183,1.0092
BATTERY,p21059,1.026
BATTERY,p05037,1.0296
BATTERY,p36067,1.021
BATTERY,p37185,1.008
BATTERY,p22029,1.0133
BATTERY,p54001,1.0061
BATTERY,p37187,1.0164
BATTERY,p21057,1.021
BATTERY,p05099,1.0213
BATTERY,p36065,1.0293
BATTERY,p36069,1.0302
BATTERY,p54067,1.0008
BATTERY,p05097,1.0243
BATTERY,p37179,1.0022
BATTERY,p21071,1.0043
BATTERY,p37171,1.0031
BATTERY,p36073,1.034
BATTERY,p22023,1.0032
BATTERY,p05095,1.0285
BATTERY,p37173,1.0127
BATTERY,p21069,1.0024
BATTERY,p54005,1.0002
BATTERY,p37175,1.0145
BATTERY,p36071,1.0651
BATTERY,p21067,1.0087
BATTERY,p22025,1.0133
BATTERY,p37177,1.0168
BATTERY,p54071,1.0079
BATTERY,p21065,1.0076
BATTERY,p54003,1.0123
BATTERY,p36087,1.079
BATTERY,p37149,1.01
BATTERY,p05089,1.0264
BATTERY,p21239,1.0113
BATTERY,p54021,1.0015
BATTERY,p21115,1.0036
BATTERY,p37121,1.0074
BATTERY,p21113,1.0103
BATTERY,p37123,1.0058
BATTERY,p36101,1.0289
BATTERY,p22001,1.0104
BATTERY,p05045,1.0296
BATTERY,p37125,1.0087
BATTERY,p05083,1.0229
BATTERY,p21111,1.0199
BATTERY,p36099,1.0263
BATTERY,p54063,1.0009
BATTERY,p37127,1.0098
BATTERY,p37119,1.0001
BATTERY,p54019,1.0008
BATTERY,p36103,1.0675
BATTERY,p05081,1.0163
BATTERY,p21125,1.0115
BATTERY,p05079,1.0272
BATTERY,p21235,1.0131
BATTERY,p37111,1.008
BATTERY,p36107,1.0273
BATTERY,p21123,1.0195
BATTERY,p54061,1.0066
BATTERY,p54023,1.0096
BATTERY,p37113,1.0173
BATTERY,p36105,1.0439
BATTERY,p21121,1.0104
BATTERY,p21237,1.0057
BATTERY,p37115,1.0074
BATTERY,p21119,1.0057
BATTERY,p37117,1.0137
BATTERY,p21117,0.9923
BATTERY,p37109,1.002
BATTERY,p22003,1.0078
BATTERY,p37129,1.0248
BATTERY,p05087,1.0206
BATTERY,p37141,1.0206
BATTERY,p54065,1.012
BATTERY,p22009,1.0125
BATTERY,p21097,1.0024
BATTERY,p36091,1.0465
BATTERY,p37143,1.0157
BATTERY,p21095,1.0076
BATTERY,p37145,1.0054
BATTERY,p36089,1.0487
BATTERY,p22011,1.0044
BATTERY,p54013,1.0013
BATTERY,p21093,1.0201
BATTERY,p37147,1.0122
BATTERY,p21091,1.0233
BATTERY,p37139,1.0153
BATTERY,p21109,1.0094
BATTERY,p21099,1.0217
BATTERY,p54015,1.0006
BATTERY,p21107,1.0306
BATTERY,p36097,1.0289
BATTERY,p37131,1.0093
BATTERY,p22005,1.0221
BATTERY,p54017,1.0028
BATTERY,p21105,1.0342
BATTERY,p05085,1.0298
BATTERY,p37133,1.0179
BATTERY,p21103,1.0136
BATTERY,p36095,1.0454
BATTERY,p37135,1.0064
BATTERY,p21101,1.0297
BATTERY,p37137,1.017
BATTERY,p22007,1.0213
BATTERY,p36093,1.047
BATTERY,p05043,1.0248
BATTERY,p20121,1.01
BATTERY,p39049,1.0064
BATTERY,p22105,1.0193
BATTERY,p19129,1.0008
BATTERY,p24045,1.0194
BATTERY,p40091,1.0032
BATTERY,p55021,1.0118
BATTERY,p19127,1.0041
BATTERY,p40093,0.9962
BATTERY,p32029,1.0764
BATTERY,p51185,1.0018
BATTERY,p19125,1.0097
BATTERY,p24047,1.0224
BATTERY,p40095,1.0001
BATTERY,p06049,1.067
BATTERY,p19123,1.01
BATTERY,p04013,0.9977
BATTERY,p32027,1.0652
BATTERY,p06047,1.0754
BATTERY,p40089,1.013
BATTERY,p19131,1.0054
BATTERY,p32510,1.0775
BATTERY,p06045,1.0859
BATTERY,p19137,1.003
BATTERY,p40081,0.9924
BATTERY,p04015,1.054
BATTERY,p24041,1.0141
BATTERY,p40083,0.9918
BATTERY,p32033,1.0537
BATTERY,p19135,1.0127
BATTERY,p40085,0.999
BATTERY,p19133,1.0019
BATTERY,p24043,1.0136
BATTERY,p40087,0.9912
BATTERY,p51187,1.011
BATTERY,p32031,1.0689
BATTERY,p40097,1.007
BATTERY,p40099,0.996
BATTERY,p32023,1.0685
BATTERY,p19121,1.0086
BATTERY,p40111,1.0003
BATTERY,p06053,1.0806
BATTERY,p32017,1.0631
BATTERY,p04012,1.0286
BATTERY,p19109,1.0075
BATTERY,p40113,1.0009
BATTERY,p25005,1.0455
BATTERY,p32015,1.0627
BATTERY,p40115,1.01
BATTERY,p51179,1.011
BATTERY,p19107,1.0109
BATTERY,p40117,0.9978
BATTERY,p32013,1.053
BATTERY,p25007,1.0497
BATTERY,p19105,1.0096
BATTERY,p19111,1.0192
BATTERY,p51191,1.0045
BATTERY,p25003,1.0531
BATTERY,p19113,1.0067
BATTERY,p24510,1.01
BATTERY,p40101,1.0061
BATTERY,p51183,1.0104
BATTERY,p19119,1.0015
BATTERY,p40103,0.9964
BATTERY,p32021,1.0745
BATTERY,p19117,1.0114
BATTERY,p06051,1.0759
BATTERY,p40105,1.0051
BATTERY,p25001,1.0511
